Podcast_Title,Start_Time,End_Time,Auto_Label,Text,Coin,Sentiment
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:01:40.640,00:01:50.159,BTC,could be created by these significant technical innovators as well so it'll be really fun to see how this goes forward elon musk's been tweeting again about bitcoin uh this,BTC,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:02:12.720,00:02:22.720,BTC,scheme after tesla bought a whole load of bitcoin and and then actually you know sold some of this exposure at the peak um but musk responded saying that uh,BTC,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:03:07.200,00:03:16.800,BTC,for investors to get you know more exposure to more bitcoin via microstrategy there there's been a very interesting project that's bubbled up this week as well called uh bit,BTC,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:05:40.639,00:05:50.240,DOGE,types of crypto this week as well so meme coins such as uh dogecoin fan coins as well that have just been created by fans for certain events and so,DOGE,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:05:59.280,00:06:08.880,DOGE,more um i guess the the more into innovative types of tokens and so meme tokens obviously as we said that that's doge but also nfts as well which have,DOGE,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:07:14.720,00:07:23.680,crypto_space,morgan stanley's clients who want to get crypto exposure so again it's just more showing that they're embracing these products for their actual clients we spoke last week about how,,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:07:37.199,00:07:49.039,BTC,legal tender but the world banks actually turned down their request the reason for this was because their concerns about the environmental impact of um bitcoin and the transparency shortcomings,BTC,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:08:25.680,00:08:36.399,crypto_space,to find ways to offer them to investors moving on to enterprise news broadridge their blockchain platform for their which supports the repo market is already handling 31 billion worth,,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:10:34.320,00:10:41.920,crypto_space,launch they want to ensure that there's stakes available for the users of the platform and it's what we see time and time again whether or not they'll be able,,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:12:38.320,00:12:47.680,ETH,two different projects too because rather than you know both using the duplicate sets of resources of the ethereum network having a single dow there will make it more efficient,ETH,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:15:26.160,00:15:36.079,ETH,lot higher than with the main ethereum network moving on to the uh nft news so um with the the football tournament that's happening at the moment uh the european,ETH,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:15:48.480,00:15:55.920,crypto_space,and people can register for chances to win prizes again it's you know it's fun to see the kind of old and new being um you know brought together here,,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:16:44.480,00:16:54.000,crypto_space,different crypto things that have been sold recently um you know what they want to do is provide as a standard payment option for things that are being auctioned so,,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:20:36.720,00:20:48.480,ETH,um using ether for these nfts in the ethereum metaverse on decentraland um but republic realm a firm that invests in virtual real estate has set a new record for,ETH,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:21:08.000,00:21:17.360,crypto_space,to be they've signed up with tezos as a blockchain an nft partner for them and they're going to be creating nfts aligned with their formula one indycar and esports,,
"Web3_Labs_20210620_This_Week_In_Blockchain_on_21st_June_with_Conor_Svensson_-_Crypto,_DeFi,_NFT,_Enterprise.en.vtt",00:21:17.360,00:21:27.840,ETH,pursuits that apparently they selected tezos because of its uh low carbon footprint of course we know that with the main one for nft's ethereum in this respect will be,ETH,
